Transaction,Award ID,Order Number,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount,Award Date,Award Type,Awarding Agency,Awarding Bureau,Funding Agency,Funding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
17043EF1-15E0-B4A4-8DEC-79E73B14ED60,"GS35F0422L","HSCG5113FPPP008",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",21,"USA","TX",20,"USA","$11,053.93",04/09/2013,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
B4380006-DAE8-FD22-E292-737DAF42C511,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$132,017.28",12/04/2009,Contracts,"Department of Homeland Security","U.S. Coast Guard","N/A","N/A","","",2010,Prime
F1B214BA-7A75-E2C6-F950-1FC2360C16AB,"GS35F0422L","HSCG5113FPPP008",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",21,"USA","TX",20,"USA","$55,269.65",05/08/2013,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
4BB56DC0-4928-5D88-33B3-FE7920442671,"GS35F0422L","RRB10D0064",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$3,774.00",11/15/2009,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2010,Prime
AE3066C2-8E90-47B0-BC8E-1F888F508BBB,"GS35F0422L","HSCG5113FPPP008",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","TX",20,"USA","$33,161.79",11/27/2012,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2013,Prime
7B91EEEA-5D4E-8F46-C83C-7CD299458340,"GS35F0422L","RRB10D0838",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$77,115.00",08/26/2010,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2010,Prime
935567B5-8C4B-1344-95F5-13B82543EF63,"GS35F0422L","RRB11D0064",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$7,544.00",10/18/2010,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2011,Prime
C7D3625D-AB5C-4958-A595-8CAAC58A2A01,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$11,363.98",11/29/2011,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
F2D8F4FD-56C9-22EB-1BBE-79A5CEEA0BEA,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$77,010.08",02/28/2011,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2011,Prime
2198394B-348A-CDAA-2689-185B5EAE3E5D,"GS35F0422L","RRB11D0068",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$1,075.00",10/20/2010,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2011,Prime
FA2A6AF9-CF8C-0AA3-1C84-D3A67B3DD311,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$22,002.84",10/01/2010,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2011,Prime
A266B639-A657-77D3-9454-EF86FA6A3F7D,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$11,001.44",12/20/2010,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2011,Prime
FEC8D150-5A48-2956-6575-A7F942D49F32,"GS35F0422L","RRB11D0450",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$84,995.82",05/18/2011,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2011,Prime
BF5E32EF-2D8A-F8AD-D6C6-59D2F201935E,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$22,002.88",01/07/2011,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2011,Prime
1953544C-0840-3E57-EE99-7F0F67EAFCA7,"GS35F0422L","RRB11D0933",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$12,623.60",09/29/2011,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2011,Prime
C296B0B6-EB44-B211-E399-337CF9BFD8E0,"GS35F0422L","RRB11D0077",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$28,274.80",10/19/2010,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2011,Prime
BD767335-ECE2-79BC-0410-E855E798F0E8,"GS35F0422L","ING12PD00148",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","TX",20,"USA","$9,654.00",01/05/2012,Contracts,"Department of the Interior ","Geological Survey","Department of the Interior ","Geological Survey","","",2012,Prime
B8F8957E-BBC2-F4B7-3E1E-50E14570B8BB,"GS35F0422L","HSCG5109FQPP012",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$40,215.84",10/10/2008,Contracts,"Department of Homeland Security","U.S. Coast Guard","N/A","N/A","","",2009,Prime
294A9D82-F4B3-234D-7096-43ECC52D1E4D,"GS35F0422L","NRCDR090282",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","MD",08,"USA","$14,780.00",09/29/2009,Contracts,"Nuclear Regulatory Commission","Nuclear Regulatory Commission","Nuclear Regulatory Commission","Nuclear Regulatory Commission","","",2009,Prime
610651FB-8E09-752A-A6C4-B8796E64B45D,"GS35F0422L","HSCG5109FQPP012",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$40,215.84",11/06/2008,Contracts,"Department of Homeland Security","U.S. Coast Guard","N/A","N/A","","",2009,Prime
4D3CEF10-48A0-14F3-7B56-2B3A20E35D65,"GS35F0422L","HSCG5109FQPP010",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$112,472.42",10/09/2008,Contracts,"Department of Homeland Security","U.S. Coast Guard","N/A","N/A","","",2009,Prime
751F8438-0A73-309A-2346-5EC5EB0A77A5,"GS35F0422L","OPM3212F0059",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","DC",00,"USA","$111,100.00",07/12/2012,Contracts,"Office of Personnel Management","Office of Personnel Management","Office of Personnel Management","Office of Personnel Management","","",2012,Prime
2B52CA6E-AC91-A0CD-C93A-C49D9BAED0F9,"GS35F0422L","HSCG5108FQPP032",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$58,116.24",02/11/2008,Contracts,"Department of Homeland Security","U.S. Coast Guard","N/A","N/A","","",2008,Prime
FC5A2ACF-465C-E1BA-F3B5-DAF50C91305A,"GS35F0422L","RRB08D0019",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$1,817.66",04/28/2008,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
2859EE4D-2914-6866-640A-8FABADD60CE5,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$102,482.55",01/30/2012,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
A3265A85-9928-3E38-F246-4765B3E4F045,"GS35F0422L","RRB08D0019",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$50,177.82",10/18/2007,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
DA19129D-A31C-2C68-F495-01B1BC6FF655,"GS35F0422L","RRB12D0392",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$86,179.97",04/26/2012,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2012,Prime
DB373070-5BDA-8A2D-7F90-DCC5437710EE,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$11,261.73",10/01/2011,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
E8EA54BD-46C9-5511-E79F-A3135B6B28CA,"GS35F0422L","RRB12D0064",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$5,517.00",10/27/2011,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2012,Prime
5C2262B2-6734-5B47-682E-A2B5B2BAEEAA,"GS35F0422L","N0010412FQ785",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","TX",20,"USA","$222,965.00",09/21/2012,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2012,Prime
6F3E0F58-67DF-CEF8-5304-F139CDC085C5,"GS35F0422L","DTFH7012F00061",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","WA",03,"USA","$28,746.39",08/08/2012,Contracts,"Department of Transportation","Federal Highway Administration","Department of Transportation","Federal Highway Administration","","",2012,Prime
FB8AB6D8-C198-8CF8-BA9F-13C818D0FBA7,"GS35F0422L","HSCG5110FPPP014",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$11,395.09",01/05/2012,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2012,Prime
BBCB1A5A-F7A3-3167-A7E3-E7C351D3E96F,"GS35F0422L","HSCG5108FQPP032",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$16,604.64",10/19/2007,Contracts,"Department of Homeland Security","U.S. Coast Guard","N/A","N/A","","",2008,Prime
7514DED4-F7D3-FCF8-E0D0-B968A05880BF,"GS35F0422L","RRB08D0019",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$125,755.27",01/28/2008,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
6D3AEC49-0EF1-019E-C952-52FE13D83F5A,"GS35F0422L","RRB08D0431",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$81,729.17",03/25/2008,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
0AE9DBF1-351B-8822-CC59-F394E43F6B98,"GS35F0422L","RRB08D0465",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$245,000.00",04/25/2008,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
51B3477E-0528-E83E-4A99-0A2A829D51C5,"GS35F0422L","RRB08D0016",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$20,749.40",10/17/2007,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
7A3453EA-74FA-7E5A-F3B4-8971A146581B,"GS35F0422L","HSCG5108FQPP032",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","CO",06,"USA","$24,906.96",01/07/2008,Contracts,"Department of Homeland Security","U.S. Coast Guard","N/A","N/A","","",2008,Prime
670A7035-252B-FF1B-9E8C-9F38AA3C5272,"GS35F0422L","RRB08D0019",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$25,084.91",12/13/2007,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
E3329FF0-297C-6077-B74C-64FF2CFC0254,"GS35F0422L","RRB08C008",004161712,"SIRIUS COMPUTER SOLUTIONS INCORPORATED","San Antonio                 ","TX",20,"USA","IL",07,"USA","$116,040.00",09/30/2008,Contracts,"Railroad Retirement Board","Railroad Retirement Board","N/A","N/A","","",2008,Prime
2C535020-FDC5-E6C6-362C-B24554198282,"TFMSHQ08P0037","N/A",004161712,"SIRIUS COMPUTER SOLUTIONS, INC","San Antonio                 ","TX",20,"USA","AL",07,"USA","$10,628.00",02/28/2008,Contracts,"Department of the Treasury","Financial Management Service","Department of the Treasury","Financial Management Service","","",2008,Prime
C914777C-8694-D941-0928-720023010403,"RRB10P0092","N/A",004161712,"SIRIUS COMPUTER SOLUTIONS, INC","San Antonio                 ","TX",20,"USA","IL",07,"USA","$170.80",12/16/2009,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2010,Prime
FC501800-C11C-1D61-8ADC-997D79534610,"RRB10D0722","N/A",004161712,"SIRIUS COMPUTER SOLUTIONS, INC","San Antonio                 ","TX",20,"USA","IL",07,"USA","$44,886.00",06/30/2010,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2010,Prime
07837598-85F4-3F7D-6F2D-A13D6CD9AC86,"RRB10P0092","N/A",004161712,"SIRIUS COMPUTER SOLUTIONS, INC","San Antonio                 ","TX",20,"USA","IL",07,"USA","$23,139.80",11/16/2009,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2010,Prime
2C438702-DB0E-F612-5C5F-F21AD858E120,"GS35F0422L","N6227113F0348",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","TX",20,"USA","$16,500.20",09/27/2013,Contracts,"Department of Defense","Department of the Navy","Department of Defense","Department of the Navy","","",2013,Prime
9E7C3847-837E-61F0-3ACD-02BE1C941616,"GS35F0422L","NRCHQ13P330101",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","MD",08,"USA","$80,065.00",06/24/2013,Contracts,"Nuclear Regulatory Commission","Nuclear Regulatory Commission","Nuclear Regulatory Commission","Nuclear Regulatory Commission","","",2013,Prime
472358A2-E2E2-A302-772A-A7A516558B8D,"RRB13C0005","N/A",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","IL",07,"USA","$844,328.00",09/30/2013,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2013,Prime
281D16E1-A9B1-6D59-52F1-E327D9552618,"GS35F0422L","GST4013SJ0126",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","GA",08,"USA","$134,600.00",09/26/2013,Contracts,"General Services Administration","Office of the Federal Acquisition Service","Department of Defense","Department of the Air Force","","",2013,Prime
EE2E721E-E721-C892-EEB1-DF441D144D47,"RRB13C0006","N/A",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","IL",07,"USA","$275,343.00",09/30/2013,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2013,Prime
47327577-A28C-54C8-C55E-91FE3A1BC308,"GS35F0422L","HSCGG314FPWH003",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","TX",20,"USA","$3,420.00",06/26/2014,Contracts,"Department of Homeland Security","U.S. Coast Guard","Department of Homeland Security","U.S. Coast Guard","","",2014,Prime
0DB16FB7-5ED5-371F-7D36-73A2F85BD74E,"HQ003414C0033","N/A",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","VA",08,"USA","$264,698.60",02/20/2014,Contracts,"Department of Defense","Washington Headquarters Services","Department of Defense","Department of Defense","","",2014,Prime
D4434B90-F77E-F1E8-490D-5EC4C107D999,"GS35F0422L","RRB14D0087",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","IL",07,"USA","$191,685.00",02/21/2014,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2014,Prime
8D903A3C-6616-88D6-C1C4-DF2A9CCCBAF2,"GS35F0422L","RRB14D0087",004161712,"SIRIUS COMPUTER SOLUTIONS, INC.","San Antonio                 ","TX",21,"USA","IL",07,"USA","$269.28",02/25/2014,Contracts,"Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board","","",2014,Prime
